,store_id,region,type_of_business,amount,Date
2018-10-17,1742,부산 부산진구,화장품 및 화장용품 도매업,626228.5714285715,2018-10-17
2018-10-31,1742,부산 부산진구,화장품 및 화장용품 도매업,1538905.714285714,2018-10-31
2018-11-14,1742,부산 부산진구,화장품 및 화장용품 도매업,299999.99999999994,2018-11-14
2018-11-28,1742,부산 부산진구,화장품 및 화장용품 도매업,1090988.5714285714,2018-11-28
2018-12-12,1742,부산 부산진구,화장품 및 화장용품 도매업,574217.1428571428,2018-12-12
2018-12-26,1742,부산 부산진구,화장품 및 화장용품 도매업,1291771.4285714284,2018-12-26
2019-01-09,1742,부산 부산진구,화장품 및 화장용품 도매업,1281971.4285714286,2019-01-09
2019-01-23,1742,부산 부산진구,화장품 및 화장용품 도매업,1360765.7142857146,2019-01-23
2019-02-06,1742,부산 부산진구,화장품 및 화장용품 도매업,701685.7142857141,2019-02-06
2019-02-20,1742,부산 부산진구,화장품 및 화장용품 도매업,513357.14285714296,2019-02-20
2016-06-01,1750,부산 해운대구,당구장 운영업,183114.28571428568,2016-06-01
2016-06-15,1750,부산 해운대구,당구장 운영업,175571.42857142855,2016-06-15
2016-06-29,1750,부산 해운대구,당구장 운영업,185571.4285714286,2016-06-29
2016-07-13,1750,부산 해운대구,당구장 운영업,218214.2857142857,2016-07-13
2016-07-27,1750,부산 해운대구,당구장 운영업,162000.0,2016-07-27
2016-08-10,1750,부산 해운대구,당구장 운영업,171785.71428571426,2016-08-10
2016-08-24,1750,부산 해운대구,당구장 운영업,230642.85714285716,2016-08-24
2016-09-07,1750,부산 해운대구,당구장 운영업,216071.42857142858,2016-09-07
2016-09-21,1750,부산 해운대구,당구장 운영업,212142.85714285713,2016-09-21
2016-10-05,1750,부산 해운대구,당구장 운영업,228014.28571428568,2016-10-05
2016-10-19,1750,부산 해운대구,당구장 운영업,269000.0,2016-10-19
2016-11-02,1750,부산 해운대구,당구장 운영업,163857.1428571429,2016-11-02
2016-11-16,1750,부산 해운대구,당구장 운영업,164428.57142857148,2016-11-16
2016-11-30,1750,부산 해운대구,당구장 운영업,235357.14285714287,2016-11-30
2016-12-14,1750,부산 해운대구,당구장 운영업,173185.71428571426,2016-12-14
2016-12-28,1750,부산 해운대구,당구장 운영업,209399.99999999997,2016-12-28
2017-01-11,1750,부산 해운대구,당구장 운영업,233285.71428571426,2017-01-11
2017-01-25,1750,부산 해운대구,당구장 운영업,233985.7142857143,2017-01-25
2017-02-08,1750,부산 해운대구,당구장 운영업,221985.7142857143,2017-02-08
2017-02-22,1750,부산 해운대구,당구장 운영업,282957.1428571429,2017-02-22
2017-03-08,1750,부산 해운대구,당구장 운영업,251699.99999999997,2017-03-08
2017-03-22,1750,부산 해운대구,당구장 운영업,220928.57142857145,2017-03-22
2017-04-05,1750,부산 해운대구,당구장 운영업,276000.0,2017-04-05
2017-04-19,1750,부산 해운대구,당구장 운영업,280757.14285714284,2017-04-19
2017-05-03,1750,부산 해운대구,당구장 운영업,319357.1428571429,2017-05-03
2017-05-17,1750,부산 해운대구,당구장 운영업,262171.4285714285,2017-05-17
2017-05-31,1750,부산 해운대구,당구장 운영업,997957.142857143,2017-05-31
2017-06-14,1750,부산 해운대구,당구장 운영업,524500.0000000001,2017-06-14
2017-06-28,1750,부산 해운대구,당구장 운영업,222200.00000000003,2017-06-28
2017-07-12,1750,부산 해운대구,당구장 운영업,215142.85714285716,2017-07-12
2017-07-26,1750,부산 해운대구,당구장 운영업,265071.4285714286,2017-07-26
2017-08-09,1750,부산 해운대구,당구장 운영업,712428.5714285714,2017-08-09
2017-08-23,1750,부산 해운대구,당구장 운영업,280357.1428571429,2017-08-23
2017-09-06,1750,부산 해운대구,당구장 운영업,448500.0,2017-09-06
2017-09-20,1750,부산 해운대구,당구장 운영업,212428.5714285714,2017-09-20
2017-10-04,1750,부산 해운대구,당구장 운영업,280885.71428571426,2017-10-04
2017-10-18,1750,부산 해운대구,당구장 운영업,207428.57142857142,2017-10-18
2017-11-01,1750,부산 해운대구,당구장 운영업,189285.7142857143,2017-11-01
2017-11-15,1750,부산 해운대구,당구장 운영업,369857.1428571429,2017-11-15
2017-11-29,1750,부산 해운대구,당구장 운영업,196142.85714285716,2017-11-29
2017-12-13,1750,부산 해운대구,당구장 운영업,276500.00000000006,2017-12-13
2017-12-27,1750,부산 해운대구,당구장 운영업,214428.57142857145,2017-12-27
2018-01-10,1750,부산 해운대구,당구장 운영업,331357.14285714284,2018-01-10
2018-01-24,1750,부산 해운대구,당구장 운영업,360928.5714285714,2018-01-24
2018-02-07,1750,부산 해운대구,당구장 운영업,286042.8571428571,2018-02-07
2018-02-21,1750,부산 해운대구,당구장 운영업,320757.14285714284,2018-02-21
2018-03-07,1750,부산 해운대구,당구장 운영업,143714.2857142857,2018-03-07
2018-03-21,1750,부산 해운대구,당구장 운영업,214742.8571428571,2018-03-21
2018-04-04,1750,부산 해운대구,당구장 운영업,203428.5714285714,2018-04-04
2018-04-18,1750,부산 해운대구,당구장 운영업,821971.4285714286,2018-04-18
2018-05-02,1750,부산 해운대구,당구장 운영업,175299.99999999997,2018-05-02
2018-05-16,1750,부산 해운대구,당구장 운영업,146800.00000000003,2018-05-16
2018-05-30,1750,부산 해운대구,당구장 운영업,208657.14285714287,2018-05-30
2018-06-13,1750,부산 해운대구,당구장 운영업,138857.1428571429,2018-06-13
2018-06-27,1750,부산 해운대구,당구장 운영업,89285.71428571429,2018-06-27
2018-07-11,1750,부산 해운대구,당구장 운영업,70428.57142857143,2018-07-11
2018-07-25,1750,부산 해운대구,당구장 운영업,124285.71428571429,2018-07-25
2018-08-08,1750,부산 해운대구,당구장 운영업,128357.14285714284,2018-08-08
2018-08-22,1750,부산 해운대구,당구장 운영업,120428.57142857145,2018-08-22
2018-09-05,1750,부산 해운대구,당구장 운영업,110428.57142857143,2018-09-05
2018-09-19,1750,부산 해운대구,당구장 운영업,129499.99999999999,2018-09-19
2018-10-03,1750,부산 해운대구,당구장 운영업,107571.42857142855,2018-10-03
2018-10-17,1750,부산 해운대구,당구장 운영업,80285.71428571429,2018-10-17
2018-10-31,1750,부산 해운대구,당구장 운영업,71428.57142857143,2018-10-31
2018-11-14,1750,부산 해운대구,당구장 운영업,62285.71428571429,2018-11-14
2018-11-28,1750,부산 해운대구,당구장 운영업,84642.85714285713,2018-11-28
2018-12-12,1750,부산 해운대구,당구장 운영업,99142.85714285714,2018-12-12
2018-12-26,1750,부산 해운대구,당구장 운영업,93142.85714285714,2018-12-26
2019-01-09,1750,부산 해운대구,당구장 운영업,93214.28571428571,2019-01-09
2019-01-23,1750,부산 해운대구,당구장 운영업,90957.14285714286,2019-01-23
2019-02-06,1750,부산 해운대구,당구장 운영업,124257.14285714287,2019-02-06
2019-02-20,1750,부산 해운대구,당구장 운영업,68957.14285714286,2019-02-20
2016-06-01,1754,부산 해운대구,안경 및 렌즈 소매업,6625071.428571427,2016-06-01
2016-06-15,1754,부산 해운대구,안경 및 렌즈 소매업,4798714.285714285,2016-06-15
2016-06-29,1754,부산 해운대구,안경 및 렌즈 소매업,5449285.714285715,2016-06-29
2016-07-13,1754,부산 해운대구,안경 및 렌즈 소매업,5120857.142857143,2016-07-13
2016-07-27,1754,부산 해운대구,안경 및 렌즈 소매업,4607000.0,2016-07-27
2016-08-10,1754,부산 해운대구,안경 및 렌즈 소매업,5394000.0,2016-08-10
2016-08-24,1754,부산 해운대구,안경 및 렌즈 소매업,4055857.1428571423,2016-08-24
2016-09-07,1754,부산 해운대구,안경 및 렌즈 소매업,3270857.142857143,2016-09-07
2016-09-21,1754,부산 해운대구,안경 및 렌즈 소매업,3750571.428571428,2016-09-21
2016-10-05,1754,부산 해운대구,안경 및 렌즈 소매업,3540000.0000000005,2016-10-05
2016-10-19,1754,부산 해운대구,안경 및 렌즈 소매업,4017285.7142857146,2016-10-19
2016-11-02,1754,부산 해운대구,안경 및 렌즈 소매업,2334428.571428572,2016-11-02
2016-11-16,1754,부산 해운대구,안경 및 렌즈 소매업,5107999.999999999,2016-11-16
2016-11-30,1754,부산 해운대구,안경 및 렌즈 소매업,4363571.428571428,2016-11-30
2016-12-14,1754,부산 해운대구,안경 및 렌즈 소매업,4918999.999999999,2016-12-14
2016-12-28,1754,부산 해운대구,안경 및 렌즈 소매업,4050357.142857142,2016-12-28
2017-01-11,1754,부산 해운대구,안경 및 렌즈 소매업,3940428.5714285714,2017-01-11
2017-01-25,1754,부산 해운대구,안경 및 렌즈 소매업,3643428.571428572,2017-01-25
2017-02-08,1754,부산 해운대구,안경 및 렌즈 소매업,3236714.285714286,2017-02-08
2017-02-22,1754,부산 해운대구,안경 및 렌즈 소매업,4509142.857142858,2017-02-22
2017-03-08,1754,부산 해운대구,안경 및 렌즈 소매업,6533857.142857143,2017-03-08
2017-03-22,1754,부산 해운대구,안경 및 렌즈 소매업,4388714.285714286,2017-03-22
2017-04-05,1754,부산 해운대구,안경 및 렌즈 소매업,5084000.0,2017-04-05
2017-04-19,1754,부산 해운대구,안경 및 렌즈 소매업,4989428.571428571,2017-04-19
2017-05-03,1754,부산 해운대구,안경 및 렌즈 소매업,5905500.0,2017-05-03
2017-05-17,1754,부산 해운대구,안경 및 렌즈 소매업,6367857.142857144,2017-05-17
2017-05-31,1754,부산 해운대구,안경 및 렌즈 소매업,4683857.142857143,2017-05-31
2017-06-14,1754,부산 해운대구,안경 및 렌즈 소매업,3900285.714285714,2017-06-14
2017-06-28,1754,부산 해운대구,안경 및 렌즈 소매업,4199571.428571429,2017-06-28
2017-07-12,1754,부산 해운대구,안경 및 렌즈 소매업,5919428.571428571,2017-07-12
2017-07-26,1754,부산 해운대구,안경 및 렌즈 소매업,4730714.285714285,2017-07-26
2017-08-09,1754,부산 해운대구,안경 및 렌즈 소매업,5101571.428571428,2017-08-09
2017-08-23,1754,부산 해운대구,안경 및 렌즈 소매업,4966000.0,2017-08-23
2017-09-06,1754,부산 해운대구,안경 및 렌즈 소매업,3574714.2857142854,2017-09-06
2017-09-20,1754,부산 해운대구,안경 및 렌즈 소매업,3447000.0,2017-09-20
2017-10-04,1754,부산 해운대구,안경 및 렌즈 소매업,2334428.5714285714,2017-10-04
2017-10-18,1754,부산 해운대구,안경 및 렌즈 소매업,2317714.2857142854,2017-10-18
2017-11-01,1754,부산 해운대구,안경 및 렌즈 소매업,2729428.571428572,2017-11-01
2017-11-15,1754,부산 해운대구,안경 및 렌즈 소매업,4129714.285714286,2017-11-15
2017-11-29,1754,부산 해운대구,안경 및 렌즈 소매업,3030857.142857143,2017-11-29
2017-12-13,1754,부산 해운대구,안경 및 렌즈 소매업,2722928.5714285714,2017-12-13
2017-12-27,1754,부산 해운대구,안경 및 렌즈 소매업,3679428.571428572,2017-12-27
2018-01-10,1754,부산 해운대구,안경 및 렌즈 소매업,3123285.714285714,2018-01-10
2018-01-24,1754,부산 해운대구,안경 및 렌즈 소매업,1886428.5714285716,2018-01-24
2018-02-07,1754,부산 해운대구,안경 및 렌즈 소매업,3080714.285714286,2018-02-07
2018-02-21,1754,부산 해운대구,안경 및 렌즈 소매업,2664714.285714286,2018-02-21
2018-03-07,1754,부산 해운대구,안경 및 렌즈 소매업,2460000.0,2018-03-07
2018-03-21,1754,부산 해운대구,안경 및 렌즈 소매업,3121285.714285714,2018-03-21
2018-04-04,1754,부산 해운대구,안경 및 렌즈 소매업,2860428.571428571,2018-04-04
2018-04-18,1754,부산 해운대구,안경 및 렌즈 소매업,4190800.0000000005,2018-04-18
2018-05-02,1754,부산 해운대구,안경 및 렌즈 소매업,2953714.2857142854,2018-05-02
2018-05-16,1754,부산 해운대구,안경 및 렌즈 소매업,3689857.1428571427,2018-05-16
2018-05-30,1754,부산 해운대구,안경 및 렌즈 소매업,2725571.428571429,2018-05-30
2018-06-13,1754,부산 해운대구,안경 및 렌즈 소매업,2047285.7142857146,2018-06-13
2018-06-27,1754,부산 해운대구,안경 및 렌즈 소매업,2268000.0,2018-06-27
2018-07-11,1754,부산 해운대구,안경 및 렌즈 소매업,2837999.9999999995,2018-07-11
2018-07-25,1754,부산 해운대구,안경 및 렌즈 소매업,2677999.9999999995,2018-07-25
2018-08-08,1754,부산 해운대구,안경 및 렌즈 소매업,2287857.1428571427,2018-08-08
2018-08-22,1754,부산 해운대구,안경 및 렌즈 소매업,2317571.4285714286,2018-08-22
2018-09-05,1754,부산 해운대구,안경 및 렌즈 소매업,2278857.1428571427,2018-09-05
2018-09-19,1754,부산 해운대구,안경 및 렌즈 소매업,1806142.857142857,2018-09-19
2018-10-03,1754,부산 해운대구,안경 및 렌즈 소매업,2169857.1428571427,2018-10-03
2018-10-17,1754,부산 해운대구,안경 및 렌즈 소매업,2073000.0000000002,2018-10-17
2018-10-31,1754,부산 해운대구,안경 및 렌즈 소매업,1312428.5714285716,2018-10-31
2018-11-14,1754,부산 해운대구,안경 및 렌즈 소매업,2709071.428571428,2018-11-14
2018-11-28,1754,부산 해운대구,안경 및 렌즈 소매업,2116914.2857142854,2018-11-28
2018-12-12,1754,부산 해운대구,안경 및 렌즈 소매업,1743142.857142857,2018-12-12
2018-12-26,1754,부산 해운대구,안경 및 렌즈 소매업,2456428.5714285714,2018-12-26
2019-01-09,1754,부산 해운대구,안경 및 렌즈 소매업,2478857.142857143,2019-01-09
2019-01-23,1754,부산 해운대구,안경 및 렌즈 소매업,2920571.428571429,2019-01-23
2019-02-06,1754,부산 해운대구,안경 및 렌즈 소매업,2421928.571428571,2019-02-06
2019-02-20,1754,부산 해운대구,안경 및 렌즈 소매업,1834000.0,2019-02-20
2016-06-01,1760,부산 남구,기타 예술학원,184999.99999999997,2016-06-01
2016-06-15,1760,부산 남구,기타 예술학원,77142.85714285713,2016-06-15
2016-06-29,1760,부산 남구,기타 예술학원,304285.71428571426,2016-06-29
2016-07-13,1760,부산 남구,기타 예술학원,80000.0,2016-07-13
2016-07-27,1760,부산 남구,기타 예술학원,140000.0,2016-07-27
2016-08-10,1760,부산 남구,기타 예술학원,140000.0,2016-08-10
2016-08-24,1760,부산 남구,기타 예술학원,77142.85714285713,2016-08-24
2016-09-07,1760,부산 남구,기타 예술학원,175714.28571428568,2016-09-07
2016-09-21,1760,부산 남구,기타 예술학원,151428.57142857142,2016-09-21
2016-10-05,1760,부산 남구,기타 예술학원,247357.1428571428,2016-10-05
2016-10-19,1760,부산 남구,기타 예술학원,41428.57142857143,2016-10-19
2016-11-02,1760,부산 남구,기타 예술학원,169999.99999999997,2016-11-02
2016-11-16,1760,부산 남구,기타 예술학원,168571.4285714286,2016-11-16
2016-11-30,1760,부산 남구,기타 예술학원,158571.42857142855,2016-11-30
2016-12-14,1760,부산 남구,기타 예술학원,61428.57142857142,2016-12-14
2016-12-28,1760,부산 남구,기타 예술학원,64285.71428571429,2016-12-28
2017-01-11,1760,부산 남구,기타 예술학원,242857.1428571428,2017-01-11
2017-01-25,1760,부산 남구,기타 예술학원,152428.57142857142,2017-01-25
2017-02-08,1760,부산 남구,기타 예술학원,157142.85714285713,2017-02-08
2017-02-22,1760,부산 남구,기타 예술학원,194285.71428571426,2017-02-22
2017-03-08,1760,부산 남구,기타 예술학원,252857.14285714284,2017-03-08
2017-03-22,1760,부산 남구,기타 예술학원,131428.57142857142,2017-03-22
2017-04-05,1760,부산 남구,기타 예술학원,248571.42857142858,2017-04-05
2017-04-19,1760,부산 남구,기타 예술학원,171428.57142857142,2017-04-19
2017-05-03,1760,부산 남구,기타 예술학원,232857.14285714284,2017-05-03
2017-05-17,1760,부산 남구,기타 예술학원,95714.28571428571,2017-05-17
2017-05-31,1760,부산 남구,기타 예술학원,128571.42857142855,2017-05-31
2017-06-14,1760,부산 남구,기타 예술학원,323214.28571428574,2017-06-14
2017-06-28,1760,부산 남구,기타 예술학원,47142.857142857145,2017-06-28
2017-07-12,1760,부산 남구,기타 예술학원,175714.2857142857,2017-07-12
2017-07-26,1760,부산 남구,기타 예술학원,17142.85714285714,2017-07-26
2017-08-09,1760,부산 남구,기타 예술학원,195714.2857142857,2017-08-09
2017-08-23,1760,부산 남구,기타 예술학원,215714.28571428574,2017-08-23
2017-09-06,1760,부산 남구,기타 예술학원,108928.57142857142,2017-09-06
2017-09-20,1760,부산 남구,기타 예술학원,205714.2857142857,2017-09-20
2017-10-04,1760,부산 남구,기타 예술학원,205714.28571428568,2017-10-04
2017-10-18,1760,부산 남구,기타 예술학원,111428.57142857142,2017-10-18
2017-11-01,1760,부산 남구,기타 예술학원,150000.0,2017-11-01
2017-11-15,1760,부산 남구,기타 예술학원,178714.2857142857,2017-11-15
2017-11-29,1760,부산 남구,기타 예술학원,291928.5714285714,2017-11-29
2017-12-13,1760,부산 남구,기타 예술학원,135714.2857142857,2017-12-13
2017-12-27,1760,부산 남구,기타 예술학원,115714.2857142857,2017-12-27
2018-01-10,1760,부산 남구,기타 예술학원,112857.14285714284,2018-01-10
2018-01-24,1760,부산 남구,기타 예술학원,105714.28571428571,2018-01-24
2018-02-07,1760,부산 남구,기타 예술학원,287142.85714285716,2018-02-07
2018-02-21,1760,부산 남구,기타 예술학원,153000.57142857142,2018-02-21
2018-03-07,1760,부산 남구,기타 예술학원,209999.99999999997,2018-03-07
2018-03-21,1760,부산 남구,기타 예술학원,62857.14285714284,2018-03-21
2018-04-04,1760,부산 남구,기타 예술학원,302857.14285714284,2018-04-04
2018-04-18,1760,부산 남구,기타 예술학원,105714.2857142857,2018-04-18
2018-05-02,1760,부산 남구,기타 예술학원,102857.14285714284,2018-05-02
2018-05-16,1760,부산 남구,기타 예술학원,334571.4285714285,2018-05-16
2018-05-30,1760,부산 남구,기타 예술학원,165000.0,2018-05-30
2018-06-13,1760,부산 남구,기타 예술학원,237142.85714285716,2018-06-13
2018-06-27,1760,부산 남구,기타 예술학원,269285.71428571426,2018-06-27
2018-07-11,1760,부산 남구,기타 예술학원,70428.57142857142,2018-07-11
2018-07-25,1760,부산 남구,기타 예술학원,189285.71428571426,2018-07-25
2018-08-08,1760,부산 남구,기타 예술학원,90000.0,2018-08-08
2018-08-22,1760,부산 남구,기타 예술학원,407857.14285714284,2018-08-22
2018-09-05,1760,부산 남구,기타 예술학원,273000.0,2018-09-05
2018-09-19,1760,부산 남구,기타 예술학원,234285.71428571432,2018-09-19
2018-10-03,1760,부산 남구,기타 예술학원,200857.14285714284,2018-10-03
2018-10-17,1760,부산 남구,기타 예술학원,128571.42857142857,2018-10-17
2018-10-31,1760,부산 남구,기타 예술학원,359432.0,2018-10-31
2018-11-14,1760,부산 남구,기타 예술학원,201428.57142857142,2018-11-14
2018-11-28,1760,부산 남구,기타 예술학원,354285.7142857143,2018-11-28
2018-12-12,1760,부산 남구,기타 예술학원,278928.5714285714,2018-12-12
2018-12-26,1760,부산 남구,기타 예술학원,311428.5714285714,2018-12-26
2019-01-09,1760,부산 남구,기타 예술학원,237142.85714285716,2019-01-09
2019-01-23,1760,부산 남구,기타 예술학원,140714.2857142857,2019-01-23
2019-02-06,1760,부산 남구,기타 예술학원,361428.5714285715,2019-02-06
2019-02-20,1760,부산 남구,기타 예술학원,169285.71428571426,2019-02-20
2016-06-03,1761,부산 수영구,일반 교과 학원,788571.4285714284,2016-06-03
2016-06-17,1761,부산 수영구,일반 교과 학원,514285.71428571426,2016-06-17
2016-07-01,1761,부산 수영구,일반 교과 학원,667142.8571428572,2016-07-01
2016-07-15,1761,부산 수영구,일반 교과 학원,500000.0,2016-07-15
2016-07-29,1761,부산 수영구,일반 교과 학원,617142.8571428572,2016-07-29
2016-08-12,1761,부산 수영구,일반 교과 학원,692857.1428571428,2016-08-12
2016-08-26,1761,부산 수영구,일반 교과 학원,388571.4285714285,2016-08-26
2016-09-09,1761,부산 수영구,일반 교과 학원,842857.1428571428,2016-09-09
2016-09-23,1761,부산 수영구,일반 교과 학원,557142.857142857,2016-09-23
2016-10-07,1761,부산 수영구,일반 교과 학원,895714.2857142857,2016-10-07
2016-10-21,1761,부산 수영구,일반 교과 학원,417142.85714285716,2016-10-21
2016-11-04,1761,부산 수영구,일반 교과 학원,464285.7142857143,2016-11-04
2016-11-18,1761,부산 수영구,일반 교과 학원,478571.4285714286,2016-11-18
2016-12-02,1761,부산 수영구,일반 교과 학원,424285.7142857143,2016-12-02
2016-12-16,1761,부산 수영구,일반 교과 학원,719571.4285714285,2016-12-16
2016-12-30,1761,부산 수영구,일반 교과 학원,1081428.5714285714,2016-12-30
2017-01-13,1761,부산 수영구,일반 교과 학원,814285.7142857143,2017-01-13
2017-01-27,1761,부산 수영구,일반 교과 학원,917142.8571428572,2017-01-27
2017-02-10,1761,부산 수영구,일반 교과 학원,1021428.5714285715,2017-02-10
2017-02-24,1761,부산 수영구,일반 교과 학원,992571.4285714285,2017-02-24
2017-03-10,1761,부산 수영구,일반 교과 학원,688571.4285714285,2017-03-10
2017-03-24,1761,부산 수영구,일반 교과 학원,950000.0,2017-03-24
2017-04-07,1761,부산 수영구,일반 교과 학원,924285.7142857143,2017-04-07
2017-04-21,1761,부산 수영구,일반 교과 학원,642857.1428571428,2017-04-21
2017-05-05,1761,부산 수영구,일반 교과 학원,1181428.5714285714,2017-05-05
2017-05-19,1761,부산 수영구,일반 교과 학원,1150000.0,2017-05-19
2017-06-02,1761,부산 수영구,일반 교과 학원,831428.5714285714,2017-06-02
2017-06-16,1761,부산 수영구,일반 교과 학원,1092857.1428571427,2017-06-16
2017-06-30,1761,부산 수영구,일반 교과 학원,852857.1428571428,2017-06-30
2017-07-14,1761,부산 수영구,일반 교과 학원,985714.2857142857,2017-07-14
2017-07-28,1761,부산 수영구,일반 교과 학원,842857.142857143,2017-07-28
2017-08-11,1761,부산 수영구,일반 교과 학원,1178571.4285714284,2017-08-11
2017-08-25,1761,부산 수영구,일반 교과 학원,714285.7142857143,2017-08-25
2017-09-08,1761,부산 수영구,일반 교과 학원,1101428.5714285716,2017-09-08
2017-09-22,1761,부산 수영구,일반 교과 학원,642857.1428571428,2017-09-22
2017-10-06,1761,부산 수영구,일반 교과 학원,1021428.5714285714,2017-10-06
2017-10-20,1761,부산 수영구,일반 교과 학원,692857.1428571428,2017-10-20
2017-11-03,1761,부산 수영구,일반 교과 학원,728571.4285714285,2017-11-03
2017-11-17,1761,부산 수영구,일반 교과 학원,635714.2857142857,2017-11-17
2017-12-01,1761,부산 수영구,일반 교과 학원,528571.4285714285,2017-12-01
2017-12-15,1761,부산 수영구,일반 교과 학원,950000.0,2017-12-15
2017-12-29,1761,부산 수영구,일반 교과 학원,664285.7142857142,2017-12-29
2018-01-12,1761,부산 수영구,일반 교과 학원,764285.7142857143,2018-01-12
2018-01-26,1761,부산 수영구,일반 교과 학원,692857.1428571427,2018-01-26
2018-02-09,1761,부산 수영구,일반 교과 학원,821428.5714285715,2018-02-09
2018-02-23,1761,부산 수영구,일반 교과 학원,878571.4285714286,2018-02-23
2018-03-09,1761,부산 수영구,일반 교과 학원,792857.1428571427,2018-03-09
2018-03-23,1761,부산 수영구,일반 교과 학원,595714.2857142857,2018-03-23
2018-04-06,1761,부산 수영구,일반 교과 학원,785714.2857142857,2018-04-06
2018-04-20,1761,부산 수영구,일반 교과 학원,735714.2857142857,2018-04-20
2018-05-04,1761,부산 수영구,일반 교과 학원,692857.1428571427,2018-05-04
2018-05-18,1761,부산 수영구,일반 교과 학원,1028571.4285714286,2018-05-18
2018-06-01,1761,부산 수영구,일반 교과 학원,735714.2857142858,2018-06-01
2018-06-15,1761,부산 수영구,일반 교과 학원,507142.85714285716,2018-06-15
2018-06-29,1761,부산 수영구,일반 교과 학원,721428.5714285714,2018-06-29
2018-07-13,1761,부산 수영구,일반 교과 학원,714285.7142857142,2018-07-13
2018-07-27,1761,부산 수영구,일반 교과 학원,1078571.4285714286,2018-07-27
2018-08-10,1761,부산 수영구,일반 교과 학원,421428.5714285715,2018-08-10
2018-08-24,1761,부산 수영구,일반 교과 학원,1111714.2857142857,2018-08-24
2018-09-07,1761,부산 수영구,일반 교과 학원,871428.5714285714,2018-09-07
2018-09-21,1761,부산 수영구,일반 교과 학원,442857.14285714284,2018-09-21
2018-10-05,1761,부산 수영구,일반 교과 학원,871428.5714285715,2018-10-05
2018-10-19,1761,부산 수영구,일반 교과 학원,457142.85714285716,2018-10-19
2018-11-02,1761,부산 수영구,일반 교과 학원,478571.4285714285,2018-11-02
2018-11-16,1761,부산 수영구,일반 교과 학원,307142.8571428571,2018-11-16
2018-11-30,1761,부산 수영구,일반 교과 학원,435714.2857142857,2018-11-30
2018-12-14,1761,부산 수영구,일반 교과 학원,185714.2857142857,2018-12-14
2018-12-28,1761,부산 수영구,일반 교과 학원,507142.85714285716,2018-12-28
2019-01-11,1761,부산 수영구,일반 교과 학원,257142.85714285713,2019-01-11
2019-01-25,1761,부산 수영구,일반 교과 학원,278571.4285714286,2019-01-25
2019-02-08,1761,부산 수영구,일반 교과 학원,392857.14285714284,2019-02-08
2019-02-22,1761,부산 수영구,일반 교과 학원,307142.85714285716,2019-02-22
2016-06-01,1763,부산 해운대구,체력단련시설 운영업,293142.85714285716,2016-06-01
2016-06-15,1763,부산 해운대구,체력단련시설 운영업,62857.142857142855,2016-06-15
2016-06-29,1763,부산 해운대구,체력단련시설 운영업,298000.00000000006,2016-06-29
2016-07-13,1763,부산 해운대구,체력단련시설 운영업,79142.85714285716,2016-07-13
2016-07-27,1763,부산 해운대구,체력단련시설 운영업,296571.4285714285,2016-07-27
2016-08-10,1763,부산 해운대구,체력단련시설 운영업,17142.85714285714,2016-08-10
2016-08-24,1763,부산 해운대구,체력단련시설 운영업,377857.14285714284,2016-08-24
2016-09-07,1763,부산 해운대구,체력단련시설 운영업,34285.71428571428,2016-09-07
2016-09-21,1763,부산 해운대구,체력단련시설 운영업,361571.4285714285,2016-09-21
2016-10-05,1763,부산 해운대구,체력단련시설 운영업,195428.5714285714,2016-10-05
2016-10-19,1763,부산 해운대구,체력단련시설 운영업,211428.57142857145,2016-10-19
2016-11-02,1763,부산 해운대구,체력단련시설 운영업,313714.2857142856,2016-11-02
2016-11-16,1763,부산 해운대구,체력단련시설 운영업,34285.714285714275,2016-11-16
2016-11-30,1763,부산 해운대구,체력단련시설 운영업,535928.5714285712,2016-11-30
2016-12-14,1763,부산 해운대구,체력단련시설 운영업,55714.285714285725,2016-12-14
2016-12-28,1763,부산 해운대구,체력단련시설 운영업,409142.8571428571,2016-12-28
2017-01-11,1763,부산 해운대구,체력단련시설 운영업,27428.57142857142,2017-01-11
2017-01-25,1763,부산 해운대구,체력단련시설 운영업,467142.857142857,2017-01-25
2017-02-08,1763,부산 해운대구,체력단련시설 운영업,117142.85714285712,2017-02-08
2017-02-22,1763,부산 해운대구,체력단련시설 운영업,531214.2857142857,2017-02-22
2017-03-08,1763,부산 해운대구,체력단련시설 운영업,107142.85714285712,2017-03-08
2017-03-22,1763,부산 해운대구,체력단련시설 운영업,463857.1428571428,2017-03-22
2017-04-05,1763,부산 해운대구,체력단련시설 운영업,194285.71428571423,2017-04-05
2017-04-19,1763,부산 해운대구,체력단련시설 운영업,361428.57142857136,2017-04-19
2017-05-03,1763,부산 해운대구,체력단련시설 운영업,256285.7142857142,2017-05-03
2017-05-17,1763,부산 해운대구,체력단련시설 운영업,111142.85714285713,2017-05-17
2017-05-31,1763,부산 해운대구,체력단련시설 운영업,504642.85714285704,2017-05-31
2017-06-14,1763,부산 해운대구,체력단련시설 운영업,191214.28571428568,2017-06-14
2017-06-28,1763,부산 해운대구,체력단련시설 운영업,451428.5714285713,2017-06-28
2017-07-12,1763,부산 해운대구,체력단련시설 운영업,157428.57142857142,2017-07-12
2017-07-26,1763,부산 해운대구,체력단련시설 운영업,421428.57142857136,2017-07-26
2017-08-09,1763,부산 해운대구,체력단련시설 운영업,107857.14285714284,2017-08-09
