,store_id,region,type_of_business,amount,Date
2017-04-06,1449,강원 원주시,한식 음식점업,591714.2857142858,2017-04-06
2017-05-04,1449,강원 원주시,한식 음식점업,368142.8571428573,2017-05-04
2017-06-01,1449,강원 원주시,한식 음식점업,326428.5714285715,2017-06-01
2017-06-29,1449,강원 원주시,한식 음식점업,415285.7142857143,2017-06-29
2017-07-27,1449,강원 원주시,한식 음식점업,361000.0,2017-07-27
2017-08-24,1449,강원 원주시,한식 음식점업,384000.0,2017-08-24
2017-09-21,1449,강원 원주시,한식 음식점업,467999.99999999994,2017-09-21
2017-10-19,1449,강원 원주시,한식 음식점업,495285.71428571426,2017-10-19
2017-11-16,1449,강원 원주시,한식 음식점업,565714.2857142859,2017-11-16
2017-12-14,1449,강원 원주시,한식 음식점업,814428.5714285715,2017-12-14
2018-01-11,1449,강원 원주시,한식 음식점업,502571.4285714286,2018-01-11
2018-02-08,1449,강원 원주시,한식 음식점업,502928.5714285713,2018-02-08
2018-03-08,1449,강원 원주시,한식 음식점업,432071.4285714285,2018-03-08
2018-04-05,1449,강원 원주시,한식 음식점업,334214.28571428574,2018-04-05
2018-05-03,1449,강원 원주시,한식 음식점업,570214.2857142857,2018-05-03
2018-05-31,1449,강원 원주시,한식 음식점업,647357.142857143,2018-05-31
2018-06-28,1449,강원 원주시,한식 음식점업,529285.7142857142,2018-06-28
2018-07-26,1449,강원 원주시,한식 음식점업,576857.1428571428,2018-07-26
2018-08-23,1449,강원 원주시,한식 음식점업,599071.4285714286,2018-08-23
2018-09-20,1449,강원 원주시,한식 음식점업,486000.0,2018-09-20
2018-10-18,1449,강원 원주시,한식 음식점업,603714.2857142857,2018-10-18
2018-11-15,1449,강원 원주시,한식 음식점업,521857.14285714284,2018-11-15
2018-12-13,1449,강원 원주시,한식 음식점업,623571.4285714284,2018-12-13
2019-01-10,1449,강원 원주시,한식 음식점업,462800.5714285714,2019-01-10
2019-02-07,1449,강원 원주시,한식 음식점업,580285.7142857143,2019-02-07
2016-06-01,1451,경북 구미시,비알코올 음료점업,113128.57142857145,2016-06-01
2016-06-29,1451,경북 구미시,비알코올 음료점업,126799.99999999999,2016-06-29
2016-07-27,1451,경북 구미시,비알코올 음료점업,87271.42857142858,2016-07-27
2016-08-24,1451,경북 구미시,비알코올 음료점업,70214.28571428571,2016-08-24
2016-09-21,1451,경북 구미시,비알코올 음료점업,43742.85714285714,2016-09-21
2016-10-19,1451,경북 구미시,비알코올 음료점업,100142.85714285714,2016-10-19
2016-11-16,1451,경북 구미시,비알코올 음료점업,110771.42857142857,2016-11-16
2016-12-14,1451,경북 구미시,비알코올 음료점업,179814.28571428565,2016-12-14
2017-01-11,1451,경북 구미시,비알코올 음료점업,142400.0,2017-01-11
2017-02-08,1451,경북 구미시,비알코올 음료점업,226714.28571428574,2017-02-08
2017-03-08,1451,경북 구미시,비알코올 음료점업,187357.1428571428,2017-03-08
2017-04-05,1451,경북 구미시,비알코올 음료점업,140800.00000000003,2017-04-05
2017-05-03,1451,경북 구미시,비알코올 음료점업,264342.8571428571,2017-05-03
2017-05-31,1451,경북 구미시,비알코올 음료점업,239442.8571428572,2017-05-31
2017-06-28,1451,경북 구미시,비알코올 음료점업,254442.8571428571,2017-06-28
2017-07-26,1451,경북 구미시,비알코올 음료점업,247742.85714285716,2017-07-26
2017-08-23,1451,경북 구미시,비알코올 음료점업,189657.14285714284,2017-08-23
2017-09-20,1451,경북 구미시,비알코올 음료점업,166385.71428571426,2017-09-20
2017-10-18,1451,경북 구미시,비알코올 음료점업,183328.57142857142,2017-10-18
2017-11-15,1451,경북 구미시,비알코올 음료점업,147971.42857142858,2017-11-15
2017-12-13,1451,경북 구미시,비알코올 음료점업,115914.28571428571,2017-12-13
2018-01-10,1451,경북 구미시,비알코올 음료점업,149614.2857142857,2018-01-10
2018-02-07,1451,경북 구미시,비알코올 음료점업,107557.14285714286,2018-02-07
2018-03-07,1451,경북 구미시,비알코올 음료점업,118157.14285714287,2018-03-07
2018-04-04,1451,경북 구미시,비알코올 음료점업,157114.28571428568,2018-04-04
2018-05-02,1451,경북 구미시,비알코올 음료점업,142228.57142857142,2018-05-02
2018-05-30,1451,경북 구미시,비알코올 음료점업,122271.42857142857,2018-05-30
2018-06-27,1451,경북 구미시,비알코올 음료점업,186928.57142857142,2018-06-27
2018-07-25,1451,경북 구미시,비알코올 음료점업,222657.14285714284,2018-07-25
2018-08-22,1451,경북 구미시,비알코올 음료점업,170014.28571428574,2018-08-22
2018-09-19,1451,경북 구미시,비알코올 음료점업,144571.42857142858,2018-09-19
2018-10-17,1451,경북 구미시,비알코올 음료점업,135857.1428571429,2018-10-17
2018-11-14,1451,경북 구미시,비알코올 음료점업,126385.7142857143,2018-11-14
2018-12-12,1451,경북 구미시,비알코올 음료점업,273914.2857142857,2018-12-12
2019-01-09,1451,경북 구미시,비알코올 음료점업,324557.14285714284,2019-01-09
2019-02-06,1451,경북 구미시,비알코올 음료점업,283671.4285714286,2019-02-06
2016-09-30,1453,강원 춘천시,육류 도매업,98708.57142857142,2016-09-30
2016-10-28,1453,강원 춘천시,육류 도매업,12357.142857142855,2016-10-28
2016-11-25,1453,강원 춘천시,육류 도매업,7571.428571428572,2016-11-25
2016-12-23,1453,강원 춘천시,육류 도매업,248814.28571428574,2016-12-23
2017-01-20,1453,강원 춘천시,육류 도매업,417242.85714285716,2017-01-20
2017-02-17,1453,강원 춘천시,육류 도매업,387257.14285714284,2017-02-17
2017-03-17,1453,강원 춘천시,육류 도매업,243857.14285714284,2017-03-17
2017-04-14,1453,강원 춘천시,육류 도매업,146857.14285714287,2017-04-14
2017-05-12,1453,강원 춘천시,육류 도매업,174157.14285714287,2017-05-12
2017-06-09,1453,강원 춘천시,육류 도매업,129857.14285714288,2017-06-09
2017-07-07,1453,강원 춘천시,육류 도매업,232714.2857142857,2017-07-07
2017-08-04,1453,강원 춘천시,육류 도매업,238785.7142857143,2017-08-04
2017-09-01,1453,강원 춘천시,육류 도매업,266828.5714285714,2017-09-01
2017-09-29,1453,강원 춘천시,육류 도매업,343271.4285714286,2017-09-29
2017-10-27,1453,강원 춘천시,육류 도매업,168142.85714285713,2017-10-27
2017-11-24,1453,강원 춘천시,육류 도매업,154071.42857142858,2017-11-24
2017-12-22,1453,강원 춘천시,육류 도매업,110142.85714285716,2017-12-22
2018-01-19,1453,강원 춘천시,육류 도매업,291857.14285714284,2018-01-19
2018-02-16,1453,강원 춘천시,육류 도매업,117857.14285714284,2018-02-16
2018-03-16,1453,강원 춘천시,육류 도매업,97928.57142857143,2018-03-16
2018-04-13,1453,강원 춘천시,육류 도매업,206642.85714285713,2018-04-13
2018-05-11,1453,강원 춘천시,육류 도매업,173571.42857142858,2018-05-11
2018-06-08,1453,강원 춘천시,육류 도매업,202828.57142857145,2018-06-08
2018-07-06,1453,강원 춘천시,육류 도매업,160700.0,2018-07-06
2018-08-03,1453,강원 춘천시,육류 도매업,297714.2857142857,2018-08-03
2018-08-31,1453,강원 춘천시,육류 도매업,390328.5714285715,2018-08-31
2018-09-28,1453,강원 춘천시,육류 도매업,333871.42857142864,2018-09-28
2018-10-26,1453,강원 춘천시,육류 도매업,224171.42857142855,2018-10-26
2018-11-23,1453,강원 춘천시,육류 도매업,277557.14285714284,2018-11-23
2018-12-21,1453,강원 춘천시,육류 도매업,185142.85714285713,2018-12-21
2019-01-18,1453,강원 춘천시,육류 도매업,167357.1428571429,2019-01-18
2019-02-15,1453,강원 춘천시,육류 도매업,102857.14285714284,2019-02-15
2016-06-03,1455,광주 북구,피부 미용업,267000.0,2016-06-03
2016-07-01,1455,광주 북구,피부 미용업,237785.7142857143,2016-07-01
2016-07-29,1455,광주 북구,피부 미용업,203500.00000000003,2016-07-29
2016-08-26,1455,광주 북구,피부 미용업,89785.71428571429,2016-08-26
2016-09-23,1455,광주 북구,피부 미용업,167071.42857142858,2016-09-23
2016-10-21,1455,광주 북구,피부 미용업,144285.7142857143,2016-10-21
2016-11-18,1455,광주 북구,피부 미용업,167142.85714285713,2016-11-18
2016-12-16,1455,광주 북구,피부 미용업,183571.42857142858,2016-12-16
2017-01-13,1455,광주 북구,피부 미용업,163571.42857142855,2017-01-13
2017-02-10,1455,광주 북구,피부 미용업,139285.71428571426,2017-02-10
2017-03-10,1455,광주 북구,피부 미용업,235714.28571428568,2017-03-10
2017-04-07,1455,광주 북구,피부 미용업,199999.99999999994,2017-04-07
2017-05-05,1455,광주 북구,피부 미용업,128571.42857142857,2017-05-05
2017-06-02,1455,광주 북구,피부 미용업,228571.42857142855,2017-06-02
2017-06-30,1455,광주 북구,피부 미용업,188571.42857142855,2017-06-30
2017-07-28,1455,광주 북구,피부 미용업,267142.8571428571,2017-07-28
2017-08-25,1455,광주 북구,피부 미용업,147857.14285714284,2017-08-25
2017-09-22,1455,광주 북구,피부 미용업,199285.71428571423,2017-09-22
2017-10-20,1455,광주 북구,피부 미용업,135714.2857142857,2017-10-20
2017-11-17,1455,광주 북구,피부 미용업,178571.42857142855,2017-11-17
2017-12-15,1455,광주 북구,피부 미용업,169285.71428571426,2017-12-15
2018-01-12,1455,광주 북구,피부 미용업,126428.57142857142,2018-01-12
2018-02-09,1455,광주 북구,피부 미용업,150714.28571428568,2018-02-09
2018-03-09,1455,광주 북구,피부 미용업,152571.42857142855,2018-03-09
2018-04-06,1455,광주 북구,피부 미용업,127142.85714285714,2018-04-06
2018-05-04,1455,광주 북구,피부 미용업,147142.85714285713,2018-05-04
2018-06-01,1455,광주 북구,피부 미용업,172142.85714285713,2018-06-01
2018-06-29,1455,광주 북구,피부 미용업,211857.14285714284,2018-06-29
2018-07-27,1455,광주 북구,피부 미용업,124285.71428571429,2018-07-27
2018-08-24,1455,광주 북구,피부 미용업,133571.42857142855,2018-08-24
2018-09-21,1455,광주 북구,피부 미용업,124999.99999999999,2018-09-21
2018-10-19,1455,광주 북구,피부 미용업,75714.2857142857,2018-10-19
2018-11-16,1455,광주 북구,피부 미용업,92857.14285714286,2018-11-16
2018-12-14,1455,광주 북구,피부 미용업,62142.857142857145,2018-12-14
2019-01-11,1455,광주 북구,피부 미용업,56428.571428571435,2019-01-11
2019-02-08,1455,광주 북구,피부 미용업,15000.0,2019-02-08
2017-04-26,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1573504.2857142864,2017-04-26
2017-05-24,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",699691.4285714284,2017-05-24
2017-06-21,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",592857.1428571428,2017-06-21
2017-07-19,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",553165.7142857142,2017-07-19
2017-08-16,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",593868.5714285714,2017-08-16
2017-09-13,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",585537.1428571428,2017-09-13
2017-10-11,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",560131.4285714285,2017-10-11
2017-11-08,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",655211.4285714285,2017-11-08
2017-12-06,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",678657.1428571428,2017-12-06
2018-01-03,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",523460.0,2018-01-03
2018-01-31,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",537274.2857142857,2018-01-31
2018-02-28,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",879428.5714285716,2018-02-28
2018-03-28,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",989277.142857143,2018-03-28
2018-04-25,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",796965.7142857142,2018-04-25
2018-05-23,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",860685.7142857144,2018-05-23
2018-06-20,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",797934.2857142857,2018-06-20
2018-07-18,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",753300.0000000002,2018-07-18
2018-08-15,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",665917.1428571431,2018-08-15
2018-09-12,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",555385.7142857143,2018-09-12
2018-10-10,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",490288.5714285715,2018-10-10
2018-11-07,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",547568.5714285715,2018-11-07
2018-12-05,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",954520.0,2018-12-05
2019-01-02,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",554431.4285714286,2019-01-02
2019-01-30,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",464011.42857142846,2019-01-30
2019-02-27,1457,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",26957.142857142862,2019-02-27
2016-06-01,1464,광주 남구,"화장품, 비누 및 방향제 소매업",397785.7142857143,2016-06-01
2016-06-29,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1891500.0000000005,2016-06-29
2016-07-27,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1552286.8571428568,2016-07-27
2016-08-24,1464,광주 남구,"화장품, 비누 및 방향제 소매업",619285.7142857142,2016-08-24
2016-09-21,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1857214.2857142861,2016-09-21
2016-10-19,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1578714.2857142857,2016-10-19
2016-11-16,1464,광주 남구,"화장품, 비누 및 방향제 소매업",607214.2857142857,2016-11-16
2016-12-14,1464,광주 남구,"화장품, 비누 및 방향제 소매업",999714.2857142857,2016-12-14
2017-01-11,1464,광주 남구,"화장품, 비누 및 방향제 소매업",3135000.0,2017-01-11
2017-02-08,1464,광주 남구,"화장품, 비누 및 방향제 소매업",2475571.4285714286,2017-02-08
2017-03-08,1464,광주 남구,"화장품, 비누 및 방향제 소매업",2641785.7142857146,2017-03-08
2017-04-05,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1579928.5714285716,2017-04-05
2017-05-03,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1025142.8571428572,2017-05-03
2017-05-31,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1127714.2857142857,2017-05-31
2017-06-28,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1082000.0,2017-06-28
2017-07-26,1464,광주 남구,"화장품, 비누 및 방향제 소매업",2212858.2857142854,2017-07-26
2017-08-23,1464,광주 남구,"화장품, 비누 및 방향제 소매업",997000.0,2017-08-23
2017-09-20,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1161142.857142857,2017-09-20
2017-10-18,1464,광주 남구,"화장품, 비누 및 방향제 소매업",896857.1428571427,2017-10-18
2017-11-15,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1129357.142857143,2017-11-15
2017-12-13,1464,광주 남구,"화장품, 비누 및 방향제 소매업",948857.1428571427,2017-12-13
2018-01-10,1464,광주 남구,"화장품, 비누 및 방향제 소매업",997571.4285714288,2018-01-10
2018-02-07,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1874357.1428571427,2018-02-07
2018-03-07,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1244571.4285714286,2018-03-07
2018-04-04,1464,광주 남구,"화장품, 비누 및 방향제 소매업",590428.5714285714,2018-04-04
2018-05-02,1464,광주 남구,"화장품, 비누 및 방향제 소매업",576857.1428571427,2018-05-02
2018-05-30,1464,광주 남구,"화장품, 비누 및 방향제 소매업",760785.7142857143,2018-05-30
2018-06-27,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1268999.9999999998,2018-06-27
2018-07-25,1464,광주 남구,"화장품, 비누 및 방향제 소매업",911214.2857142858,2018-07-25
2018-08-22,1464,광주 남구,"화장품, 비누 및 방향제 소매업",695285.7142857143,2018-08-22
2018-09-19,1464,광주 남구,"화장품, 비누 및 방향제 소매업",886642.857142857,2018-09-19
2018-10-17,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1575428.5714285716,2018-10-17
2018-11-14,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1169142.8571428573,2018-11-14
2018-12-12,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1153000.0,2018-12-12
2019-01-09,1464,광주 남구,"화장품, 비누 및 방향제 소매업",910857.1428571427,2019-01-09
2019-02-06,1464,광주 남구,"화장품, 비누 및 방향제 소매업",1027928.5714285714,2019-02-06
2017-01-08,1465,광주 동구,의복 소매업,228142.85714285713,2017-01-08
2017-02-05,1465,광주 동구,의복 소매업,216285.7142857143,2017-02-05
2017-03-05,1465,광주 동구,의복 소매업,394857.1428571429,2017-03-05
2017-04-02,1465,광주 동구,의복 소매업,355000.0,2017-04-02
2017-04-30,1465,광주 동구,의복 소매업,433714.28571428574,2017-04-30
2017-05-28,1465,광주 동구,의복 소매업,200857.14285714284,2017-05-28
2017-06-25,1465,광주 동구,의복 소매업,244571.42857142855,2017-06-25
2017-07-23,1465,광주 동구,의복 소매업,155857.14285714284,2017-07-23
2017-08-20,1465,광주 동구,의복 소매업,259571.42857142858,2017-08-20
2017-09-17,1465,광주 동구,의복 소매업,350857.14285714284,2017-09-17
2017-10-15,1465,광주 동구,의복 소매업,266285.7142857143,2017-10-15
2017-11-12,1465,광주 동구,의복 소매업,386857.1428571429,2017-11-12
2017-12-10,1465,광주 동구,의복 소매업,364000.0,2017-12-10
2018-01-07,1465,광주 동구,의복 소매업,25714.285714285717,2018-01-07
2018-02-04,1465,광주 동구,의복 소매업,110714.28571428571,2018-02-04
2018-03-04,1465,광주 동구,의복 소매업,154000.0,2018-03-04
2018-04-01,1465,광주 동구,의복 소매업,246285.71428571426,2018-04-01
2018-04-29,1465,광주 동구,의복 소매업,397857.14285714284,2018-04-29
2018-05-27,1465,광주 동구,의복 소매업,247142.85714285713,2018-05-27
2018-06-24,1465,광주 동구,의복 소매업,387000.0,2018-06-24
2018-07-22,1465,광주 동구,의복 소매업,270428.5714285715,2018-07-22
2018-08-19,1465,광주 동구,의복 소매업,293000.00000000006,2018-08-19
2018-09-16,1465,광주 동구,의복 소매업,422285.71428571426,2018-09-16
2018-10-14,1465,광주 동구,의복 소매업,497285.7142857143,2018-10-14
2018-11-11,1465,광주 동구,의복 소매업,621000.0,2018-11-11
2018-12-09,1465,광주 동구,의복 소매업,544857.1428571428,2018-12-09
2019-01-06,1465,광주 동구,의복 소매업,296142.85714285716,2019-01-06
2019-02-03,1465,광주 동구,의복 소매업,88285.71428571428,2019-02-03
2016-07-25,1470,경기 평택시,한식 음식점업,759428.5714285716,2016-07-25
2016-08-22,1470,경기 평택시,한식 음식점업,1181285.7142857143,2016-08-22
2016-09-19,1470,경기 평택시,한식 음식점업,1191214.2857142857,2016-09-19
2016-10-17,1470,경기 평택시,한식 음식점업,1288785.7142857143,2016-10-17
2016-11-14,1470,경기 평택시,한식 음식점업,1149000.0,2016-11-14
2016-12-12,1470,경기 평택시,한식 음식점업,865000.0,2016-12-12
2017-01-09,1470,경기 평택시,한식 음식점업,645857.1428571427,2017-01-09
2017-02-06,1470,경기 평택시,한식 음식점업,1236428.5714285714,2017-02-06
2017-03-06,1470,경기 평택시,한식 음식점업,1293500.0,2017-03-06
2017-04-03,1470,경기 평택시,한식 음식점업,1282714.285714286,2017-04-03
2017-05-01,1470,경기 평택시,한식 음식점업,1327357.1428571425,2017-05-01
2017-05-29,1470,경기 평택시,한식 음식점업,1240999.9999999998,2017-05-29
2017-06-26,1470,경기 평택시,한식 음식점업,1293285.7142857143,2017-06-26
2017-07-24,1470,경기 평택시,한식 음식점업,907428.5714285714,2017-07-24
2017-08-21,1470,경기 평택시,한식 음식점업,597142.857142857,2017-08-21
2017-09-18,1470,경기 평택시,한식 음식점업,611428.5714285714,2017-09-18
2017-10-16,1470,경기 평택시,한식 음식점업,836428.5714285714,2017-10-16
2017-11-13,1470,경기 평택시,한식 음식점업,750285.7142857142,2017-11-13
2017-12-11,1470,경기 평택시,한식 음식점업,600571.4285714288,2017-12-11
2018-01-08,1470,경기 평택시,한식 음식점업,180000.00000000003,2018-01-08
2018-02-05,1470,경기 평택시,한식 음식점업,0.0,2018-02-05
2018-03-05,1470,경기 평택시,한식 음식점업,0.0,2018-03-05
2018-04-02,1470,경기 평택시,한식 음식점업,95000.00000000001,2018-04-02
2018-04-30,1470,경기 평택시,한식 음식점업,309285.7142857143,2018-04-30
2018-05-28,1470,경기 평택시,한식 음식점업,97142.85714285713,2018-05-28
2018-06-25,1470,경기 평택시,한식 음식점업,91857.14285714284,2018-06-25
2018-07-23,1470,경기 평택시,한식 음식점업,60571.42857142857,2018-07-23
2018-08-20,1470,경기 평택시,한식 음식점업,78857.14285714287,2018-08-20
2018-09-17,1470,경기 평택시,한식 음식점업,44142.857142857145,2018-09-17
2018-10-15,1470,경기 평택시,한식 음식점업,54571.42857142857,2018-10-15
2018-11-12,1470,경기 평택시,한식 음식점업,38785.71428571428,2018-11-12
2018-12-10,1470,경기 평택시,한식 음식점업,73000.0,2018-12-10
2019-01-07,1470,경기 평택시,한식 음식점업,91714.28571428572,2019-01-07
2019-02-04,1470,경기 평택시,한식 음식점업,89857.14285714286,2019-02-04
2017-05-01,1473,대구 서구,의복 소매업,755142.8571428573,2017-05-01
2017-05-29,1473,대구 서구,의복 소매업,605571.4285714285,2017-05-29
2017-06-26,1473,대구 서구,의복 소매업,477571.4285714286,2017-06-26
2017-07-24,1473,대구 서구,의복 소매업,222142.85714285713,2017-07-24
2017-08-21,1473,대구 서구,의복 소매업,807428.5714285715,2017-08-21
2017-09-18,1473,대구 서구,의복 소매업,544857.1428571428,2017-09-18
2017-10-16,1473,대구 서구,의복 소매업,473857.14285714296,2017-10-16
2017-11-13,1473,대구 서구,의복 소매업,572571.4285714286,2017-11-13
2017-12-11,1473,대구 서구,의복 소매업,537571.4285714286,2017-12-11
2018-01-08,1473,대구 서구,의복 소매업,377714.28571428574,2018-01-08
2018-02-05,1473,대구 서구,의복 소매업,350714.28571428574,2018-02-05
2018-03-05,1473,대구 서구,의복 소매업,447571.42857142864,2018-03-05
2018-04-02,1473,대구 서구,의복 소매업,573142.8571428572,2018-04-02
2018-04-30,1473,대구 서구,의복 소매업,314714.2857142856,2018-04-30
2018-05-28,1473,대구 서구,의복 소매업,373142.8571428571,2018-05-28
2018-06-25,1473,대구 서구,의복 소매업,309285.71428571426,2018-06-25
2018-07-23,1473,대구 서구,의복 소매업,385285.71428571426,2018-07-23
2018-08-20,1473,대구 서구,의복 소매업,435428.5714285714,2018-08-20
2018-09-17,1473,대구 서구,의복 소매업,431142.8571428571,2018-09-17
2018-10-15,1473,대구 서구,의복 소매업,909428.5714285715,2018-10-15
2018-11-12,1473,대구 서구,의복 소매업,495714.2857142857,2018-11-12
2018-12-10,1473,대구 서구,의복 소매업,501428.5714285715,2018-12-10
2019-01-07,1473,대구 서구,의복 소매업,712857.1428571428,2019-01-07
2019-02-04,1473,대구 서구,의복 소매업,475428.5714285714,2019-02-04
2016-11-12,1479,부산 해운대구,기타 교육지원 서비스업,855714.2857142856,2016-11-12
2016-12-10,1479,부산 해운대구,기타 교육지원 서비스업,1007142.8571428572,2016-12-10
2017-01-07,1479,부산 해운대구,기타 교육지원 서비스업,705714.2857142857,2017-01-07
2017-02-04,1479,부산 해운대구,기타 교육지원 서비스업,1677857.1428571427,2017-02-04
2017-03-04,1479,부산 해운대구,기타 교육지원 서비스업,1008571.4285714286,2017-03-04
2017-04-01,1479,부산 해운대구,기타 교육지원 서비스업,1157142.8571428573,2017-04-01
2017-04-29,1479,부산 해운대구,기타 교육지원 서비스업,1042142.8571428572,2017-04-29
2017-05-27,1479,부산 해운대구,기타 교육지원 서비스업,1131428.5714285716,2017-05-27
2017-06-24,1479,부산 해운대구,기타 교육지원 서비스업,958571.4285714286,2017-06-24
2017-07-22,1479,부산 해운대구,기타 교육지원 서비스업,734285.7142857142,2017-07-22
2017-08-19,1479,부산 해운대구,기타 교육지원 서비스업,1217142.8571428573,2017-08-19
2017-09-16,1479,부산 해운대구,기타 교육지원 서비스업,884285.7142857143,2017-09-16
2017-10-14,1479,부산 해운대구,기타 교육지원 서비스업,1491428.5714285711,2017-10-14
2017-11-11,1479,부산 해운대구,기타 교육지원 서비스업,1442857.1428571427,2017-11-11
2017-12-09,1479,부산 해운대구,기타 교육지원 서비스업,1208571.4285714284,2017-12-09
2018-01-06,1479,부산 해운대구,기타 교육지원 서비스업,1152857.1428571427,2018-01-06
2018-02-03,1479,부산 해운대구,기타 교육지원 서비스업,934285.7142857143,2018-02-03
2018-03-03,1479,부산 해운대구,기타 교육지원 서비스업,1271428.5714285714,2018-03-03
2018-03-31,1479,부산 해운대구,기타 교육지원 서비스업,911428.5714285715,2018-03-31
2018-04-28,1479,부산 해운대구,기타 교육지원 서비스업,1062857.142857143,2018-04-28
2018-05-26,1479,부산 해운대구,기타 교육지원 서비스업,771428.5714285714,2018-05-26
2018-06-23,1479,부산 해운대구,기타 교육지원 서비스업,1231428.5714285714,2018-06-23
2018-07-21,1479,부산 해운대구,기타 교육지원 서비스업,705714.2857142857,2018-07-21
2018-08-18,1479,부산 해운대구,기타 교육지원 서비스업,782857.1428571428,2018-08-18
2018-09-15,1479,부산 해운대구,기타 교육지원 서비스업,1291428.5714285714,2018-09-15
2018-10-13,1479,부산 해운대구,기타 교육지원 서비스업,1251428.5714285714,2018-10-13
2018-11-10,1479,부산 해운대구,기타 교육지원 서비스업,1225714.285714286,2018-11-10
2018-12-08,1479,부산 해운대구,기타 교육지원 서비스업,2177142.857142857,2018-12-08
2019-01-05,1479,부산 해운대구,기타 교육지원 서비스업,1552857.1428571423,2019-01-05
2019-02-02,1479,부산 해운대구,기타 교육지원 서비스업,1549999.9999999998,2019-02-02
2016-11-04,1480,경기 평택시,한식 음식점업,1540180.0000000002,2016-11-04
2016-12-02,1480,경기 평택시,한식 음식점업,1484528.5714285714,2016-12-02
2016-12-30,1480,경기 평택시,한식 음식점업,1565228.5714285716,2016-12-30
2017-01-27,1480,경기 평택시,한식 음식점업,1180928.5714285711,2017-01-27
2017-02-24,1480,경기 평택시,한식 음식점업,1163964.2857142857,2017-02-24
2017-03-24,1480,경기 평택시,한식 음식점업,1174071.4285714284,2017-03-24
2017-04-21,1480,경기 평택시,한식 음식점업,914385.7142857142,2017-04-21
2017-05-19,1480,경기 평택시,한식 음식점업,941785.7142857143,2017-05-19
2017-06-16,1480,경기 평택시,한식 음식점업,828249.9999999998,2017-06-16
2017-07-14,1480,경기 평택시,한식 음식점업,838885.7142857143,2017-07-14
2017-08-11,1480,경기 평택시,한식 음식점업,1046707.1428571428,2017-08-11
2017-09-08,1480,경기 평택시,한식 음식점업,976328.5714285715,2017-09-08
2017-10-06,1480,경기 평택시,한식 음식점업,1040271.4285714286,2017-10-06
2017-11-03,1480,경기 평택시,한식 음식점업,1226385.7142857143,2017-11-03
2017-12-01,1480,경기 평택시,한식 음식점업,1159057.142857143,2017-12-01
2017-12-29,1480,경기 평택시,한식 음식점업,918285.7142857143,2017-12-29
2018-01-26,1480,경기 평택시,한식 음식점업,849985.7142857143,2018-01-26
2018-02-23,1480,경기 평택시,한식 음식점업,1123185.714285714,2018-02-23
2018-03-23,1480,경기 평택시,한식 음식점업,1260414.2857142854,2018-03-23
2018-04-20,1480,경기 평택시,한식 음식점업,1146842.8571428573,2018-04-20
2018-05-18,1480,경기 평택시,한식 음식점업,892500.0000000001,2018-05-18
